group_num	term	label
154	103262-2	LT XR Calcaneus - right GE 2 Views
154	103340-6	LT XR Lower extremity - right GE 2 Views
155	103263-0	LT XR Spine Lumbar and Sacrum 2 or 3 Views W right bending and W left bending
155	103322-4	LT XR Lumbar spine 2 or 3 Views W right bending and W left bending
156	103268-9	LT XR Spine thoracolumbar junction GE 2 Views
156	79351-3	LT XR Cervical spine GE 2 Views
156	79371-1	LT XR Spine Lumbar and Sacrum GE 2 Views
157	103272-1	LT XR Pelvis and Hip - right GE 2 Views
157	103279-6	LT XR Pelvis and Hip - bilateral GE 2 Views
157	103300-0	LT XR Pelvis and Hip - left GE 2 Views
157	79367-9	LT XR Sacrum and Coccyx GE 2 Views
157	83025-7	LT XR Coccyx GE 2 Views
157	83044-8	LT XR Sacrum GE 2 Views
157	94683-0	LT XR Pelvis and Hip - unilateral GE 2 Views
158	103275-4	LT Portable XR Chest 2 Views
158	103284-6	LT Portable XR Abdomen 2 Views
158	103347-1	LT Portable XR Ankle - right 2 Views
158	103357-0	LT Portable XR Tibia and Fibula - left 2 Views
158	103358-8	LT Portable XR Tibia and Fibula - right 2 Views
158	103363-8	LT Portable XR Ankle - left 2 Views
158	103376-0	LT Portable XR Thoracic spine 2 Views
158	103383-6	LT Portable XR Humerus - left 2 Views
158	103389-3	LT Portable XR Humerus - right 2 Views
158	103409-9	LT Portable XR Radius and Ulna - right 2 Views
158	103411-5	LT Portable XR Tibia and Fibula - bilateral 2 Views
158	103412-3	LT Portable XR Foot - left 2 Views
158	103414-9	LT Portable XR Hand - right 2 Views
158	103415-6	LT Portable XR Wrist - left 2 Views
158	103421-4	LT Portable XR Elbow - left 2 Views
158	103425-5	LT Portable XR Elbow - right 2 Views
158	103426-3	LT Portable XR Wrist - right 2 Views
158	103429-7	LT Portable XR Foot - right 2 Views
158	103459-4	LT Portable XR Femur - left 2 Views
158	103464-4	LT Portable XR Femur - right 2 Views
158	103480-0	LT Portable XR Hand - left 2 Views
158	103483-4	LT Portable XR Radius and Ulna - left 2 Views
158	103503-9	LT Portable XR Wrist - bilateral 2 Views
158	103505-4	LT Portable XR Ankle - bilateral 2 Views
158	103517-9	LT Portable XR Femur - bilateral 2 Views
158	103528-6	LT Portable XR Elbow - bilateral 2 Views
158	36674-0	LT Portable XR Lumbar spine 2 Views
158	44182-4	LT Portable XR Hand 2 Views
158	44183-2	LT Portable XR Radius and Ulna 2 Views
158	44184-0	LT Portable XR Elbow 2 Views
159	103277-0	LT XR Ribs - left and Chest 2 Views and PA
159	103280-4	LT XR Ribs - right and Chest 2 Views and PA
159	48468-3	LT XR Ribs - bilateral 2 Views and Chest PA
160	103281-2	LT Portable XR Chest and Abdomen Views
160	103430-5	LT Portable XR Clavicle - left Views
160	103434-7	LT Portable XR Clavicle - right Views
160	103440-4	LT Portable XR Hip - bilateral Views
160	103486-7	LT Portable XR Clavicle - bilateral Views
160	103516-1	LT Portable XR Shoulder - bilateral Views
160	103530-2	LT Portable XR Ribs - right and Chest Views
160	103538-5	LT Portable XR Ribs - left and Chest Views
160	30723-1	LT Portable XR Skull Views
160	30730-6	LT Portable XR Zygomatic arch - bilateral Views
160	30731-4	LT Portable XR Zygomatic arch Views
160	30746-2	LT Portable XR Chest Views
160	30747-0	LT Portable XR Ribs Views
160	30764-5	LT Portable XR Acetabulum - bilateral Views
160	30765-2	LT Portable XR Acetabulum Views
160	30772-8	LT Portable XR Pelvis Views
160	30792-6	LT Portable XR Patella Views
160	37168-2	LT Portable XR Hip Views
160	37169-0	LT Portable XR Hip - left Views
160	37170-8	LT Portable XR Humerus Views
160	37171-6	LT Portable XR Cervical spine Views
160	37172-4	LT Portable XR Lumbar spine Views
160	38796-9	LT Portable XR Hip - right Views
160	41773-3	LT Portable XR Facial bones Views
160	41778-2	LT Portable XR Femur - right Views
160	41779-0	LT Portable XR Knee - right Views
160	41782-4	LT Portable XR Ankle - right Views
160	41783-2	LT Portable XR Shoulder - right Views
160	41784-0	LT Portable XR Humerus - right Views
160	41786-5	LT Portable XR Elbow - right Views
160	41787-3	LT Portable XR Wrist - right Views
160	41788-1	LT Portable XR Hand - right Views
160	41791-5	LT Portable XR Ribs - right Views
160	41818-6	LT Portable XR Femur - left Views
160	41820-2	LT Portable XR Knee - left Views
160	41823-6	LT Portable XR Ankle - left Views
160	41824-4	LT Portable XR Shoulder - left Views
160	41825-1	LT Portable XR Humerus - left Views
160	41827-7	LT Portable XR Elbow - left Views
160	41828-5	LT Portable XR Wrist - left Views
160	41829-3	LT Portable XR Hand - left Views
160	41831-9	LT Portable XR Ribs - left Views
160	43570-1	LT Portable XR Hand Views
160	44203-8	LT Portable XR Cervical and thoracic and lumbar spine Views
160	46391-9	LT Portable XR Shoulder Views
160	95612-8	LT Portable XR Unspecified body region Views
161	103283-8	LT XR Wrist - right 3 or 4 Views
161	103287-9	LT XR Wrist - left 3 or 4 Views
162	103285-3	LT XR Wrist - right Greater than 3 views scaphoid
162	103302-6	LT XR Wrist - left Greater than 3 views scaphoid
163	103286-1	LT XR Pelvis and Hip - left GE 4 Views
163	103298-6	LT XR Pelvis and Hip - right GE 4 Views
163	92677-4	LT XR Pelvis and Hip GE 4 Views
164	103288-7	LT XR Finger fifth - right GE 2 Views
164	103290-3	LT XR Finger third - right GE 2 Views
164	103293-7	LT XR Finger second - right GE 2 Views
164	103309-1	LT XR Finger fourth - right GE 2 Views
165	103289-5	LT Portable XR Hip - right Single view
165	103330-7	LT Portable XR Hip - left Single view
165	103362-0	LT Portable XR Shoulder - right Single view
165	103366-1	LT Portable XR Shoulder - left Single view
165	103382-8	LT Portable XR Radius and Ulna - left Single view
165	103385-1	LT Portable XR Radius and Ulna - right Single view
165	103386-9	LT Portable XR Foot - left Single view
165	103387-7	LT Portable XR Foot - right Single view
165	103398-4	LT Portable XR Femur - right Single view
165	103410-7	LT Portable XR Femur - left Single view
165	103422-2	LT Portable XR Neck Single view
165	103447-9	LT Portable XR Radius and Ulna - bilateral Single view
165	103458-6	LT Portable XR Hip - bilateral Single view
165	103484-2	LT Portable XR Mandible Single view
165	103497-4	LT Portable XR Tibia and Fibula - bilateral Single view
165	103509-6	LT Portable XR Sacrum and Coccyx Single view
165	103510-4	LT Portable XR Scapula - left Single view
165	103511-2	LT Portable XR Scapula - right Single view
165	103512-0	LT Portable XR Sternum Single view
165	103532-8	LT Portable XR Shoulder - bilateral Single view
165	30722-3	LT Portable XR Skull Single view
165	30724-9	LT Portable XR Cervical spine Single view
165	30749-6	LT Portable XR Shoulder Single view
165	30774-4	LT Portable XR Lumbar spine Single view
165	41775-8	LT Portable XR Pelvis Single view
165	44176-6	LT Portable XR Hip Single view
165	70932-9	LT Portable XR Thoracic spine Single view
166	103291-1	LT XR Finger second - left GE 2 Views
166	103296-0	LT XR Finger third - left GE 2 Views
166	103305-9	LT XR Finger fourth - left GE 2 Views
166	103308-3	LT XR Finger fifth - left GE 2 Views
167	103292-9	LT XR Ribs - left and Chest 2 Views and Single view
167	103299-4	LT XR Ribs - right and Chest 2 Views and Single view
167	83041-4	LT XR Ribs - unilateral 2 Views and Chest Single view
168	103295-2	LT XR Knee - bilateral Single view W standing
168	37058-5	LT XR Calcaneus - bilateral Single view W standing
168	37059-3	LT XR Hip - bilateral Single view W standing
168	37207-8	LT XR Hip - left Single view W standing
168	37633-5	LT XR Pelvis Single view W standing
168	37731-7	LT XR Hip - right Single view W standing
168	37734-1	LT XR Lower extremity - right Single view W standing
168	38850-4	LT XR Lower extremity - left Single view W standing
168	44205-3	LT XR Lower extremity - bilateral Single view W standing
169	103303-4	LT XR Pelvis and Hip - bilateral AP and Views
169	103317-4	LT XR Pelvis and Hip - left AP and Views
169	103320-8	LT XR Pelvis and Hip - right AP and Views
170	103304-2	LT XR Lumbar spine GE 4 Views W right bending and W left bending
170	103436-2	LT XR Spine Lumbar and Sacrum GE 4 Views W right bending and W left bending
171	103310-9	LT XR Spine Lumbar and Sacrum Single view
171	24940-9	LT XR Cervical spine Single view
171	30773-6	LT XR Lumbar spine Single view
171	98358-5	LT XR Cervical spine Single view W flexion
171	98360-1	LT XR Cervical spine Single view W extension
172	103311-7	LT XR Hip - bilateral GE 2 Views
172	79359-6	LT XR Hip - left GE 2 Views
172	79360-4	LT XR Hip - right GE 2 Views
172	79361-2	LT XR Hip GE 2 Views
172	83032-3	LT XR Hip GE 2 Views preoperative
173	103313-3	LT XR Thoracic spine GE 2 Views
173	83028-1	LT XR Cervical and thoracic and lumbar spine GE 2 Views
174	103314-1	LT XR Kidney - right Views W contrast R-retrograde
174	103329-9	LT XR Kidney - left Views W contrast L-retrograde
174	103373-7	LT XR Kidney - left Views W contrast L-antegrade
174	103393-5	LT XR Kidney - right Views W contrast R-antegrade
174	24573-8	LT XR Biliary ducts and Gallbladder Views W contrast IV
174	24712-2	LT XR Gallbladder Views W contrast PO
174	24788-2	LT XR Kidney - bilateral Views W contrast IV
174	24825-2	LT XR Lung Views W contrast intrabronchial
174	30813-0	LT XR Lung - bilateral Views W contrast intrabronchial
174	37198-9	LT XR Esophagus Views W contrast PO
174	37200-3	LT XR Chest Views W contrast PO
174	37607-9	LT XR Kidney Views W contrast IV
174	38101-2	LT XR Kidney Views W contrast antegrade
174	38105-3	LT XR Kidney Views W contrast retrograde
174	64996-2	LT XR Lung - left Views W contrast intrabronchial
174	64997-0	LT XR Lung - right Views W contrast intrabronchial
175	103315-8	LT XR Spine Lumbar and Sacrum AP and Lateral
175	24942-5	LT XR Cervical spine AP and Lateral
175	24970-6	LT XR Lumbar spine AP and Lateral
175	37974-3	LT XR Spine thoracolumbar junction AP and Lateral
175	43785-5	LT XR Spine cervicothoracic junction AP and Lateral
176	103318-2	LT XR Pelvis and Hip - left AP and GE 2 Views
176	103324-0	LT XR Pelvis and Hip - right AP and GE 2 Views
176	83031-5	LT XR Pelvis AP and Hip - bilateral GE 2 Views
177	103319-0	LT XR Foot - bilateral Single view
177	36561-9	LT XR Foot Single view
177	69309-3	LT XR Foot - left Single view
177	69316-8	LT XR Foot - right Single view
178	103321-6	LT XR Hip - right GE 4 Views
178	103338-0	LT XR Hip - left GE 4 Views
178	79358-8	LT XR Hip - bilateral GE 4 Views
179	103323-2	LT XR Ankle - left 4 Views
179	103381-0	LT XR Ankle - right 4 Views
179	36317-6	LT XR Ankle 4 Views
180	103325-7	LT XR Lumbar spine GE 6 Views W right bending and W left bending
180	94684-8	LT XR Spine Lumbar and Sacrum GE 6 Views W right bending and W left bending
181	103328-1	LT XR Ribs - left and Chest Views 3 and View PA
181	103332-3	LT XR Ribs - right and Chest Views 3 and View PA
181	103476-8	LT XR Ribs - bilateral and Chest Views 3 and View PA
182	103331-5	LT XR Pelvis and Hip - right 3 Views
182	103333-1	LT XR Pelvis and Hip - left 3 Views
182	103520-3	LT XR Sacroiliac joint - right 3 Views
182	37648-3	LT XR Sacroiliac Joint 3 Views
182	39061-7	LT XR Sacrum and Coccyx 3 Views
183	103339-8	LT XR Toe fourth - left GE 2 Views
183	103388-5	LT XR Toe fourth - right GE 2 Views
184	103341-4	LT XR Femur - bilateral Single view
184	36559-3	LT XR Femur Single view
184	36560-1	LT XR Femur - left Single view
184	37689-7	LT XR Femur - right Single view
185	103342-2	LT XR Knee - bilateral GE 3 Views
185	43482-9	LT XR Knee - right GE 3 Views
185	43498-5	LT XR Knee - left GE 3 Views
186	103343-0	LT XR Lower extremity - left GE 2 Views
186	103391-9	LT XR Lower extremity - bilateral GE 2 Views
186	94682-2	LT XR Calcaneus GE 2 Views
187	103344-8	LT XR Toe fifth - left GE 2 Views
187	103394-3	LT XR Toe fifth - right GE 2 Views
188	103350-5	LT XR Tibia and Fibula - left 3 Views
188	103354-7	LT XR Tibia and Fibula - right 3 Views
189	103351-3	LT XR Lumbar spine 4 Views W right bending and W left bending
189	103375-2	LT XR Spine Lumbar and Sacrum 4 Views W right bending and W left bending
190	103356-2	LT XR Ribs - right and Chest Views
190	24664-5	LT XR Clavicle Views
190	24899-7	LT XR Ribs Views
190	24903-7	LT XR Scapula Views
190	24994-6	LT XR Sternum Views
190	26106-5	LT XR Clavicle - bilateral Views
190	26107-3	LT XR Clavicle - left Views
190	26108-1	LT XR Clavicle - right Views
190	26151-1	LT XR Ribs - bilateral Views
190	26152-9	LT XR Ribs - left Views
190	26153-7	LT XR Ribs - right Views
190	26154-5	LT XR Scapula - bilateral Views
190	26155-2	LT XR Scapula - left Views
190	26156-0	LT XR Scapula - right Views
190	37323-3	LT XR Sternoclavicular joint - bilateral Views
190	37324-1	LT XR Sternoclavicular joint - left Views
190	37937-0	LT XR Ribs anterior Views
190	37938-8	LT XR Ribs posterior Views
190	37960-2	LT XR Ribs lower - right Views
190	37961-0	LT XR Ribs upper - right Views
190	37962-8	LT XR Ribs anterior and posterior - right Views
190	37963-6	LT XR Ribs anterior - right Views
190	37964-4	LT XR Ribs posterior - right Views
190	37965-1	LT XR Sternoclavicular joint - right Views
190	38073-3	LT XR Ribs anterior - bilateral Views
190	38074-1	LT XR Ribs anterior - left Views
190	38866-0	LT XR Ribs lower - left Views
190	38867-8	LT XR Ribs upper - left Views
190	38868-6	LT XR Ribs anterior and posterior - left Views
190	38869-4	LT XR Ribs posterior - left Views
190	39326-4	LT XR Ribs - left and Chest Views
190	39351-2	LT XR Ribs upper anterior and posterior - left Views
190	39352-0	LT XR Ribs posterior - bilateral Views
190	39353-8	LT XR Ribs upper posterior - left Views
190	39489-0	LT XR Ribs lower posterior Views
190	39491-6	LT XR Ribs upper anterior and posterior - right Views
190	39492-4	LT XR Ribs upper posterior - right Views
190	39493-2	LT XR Ribs lower posterior - right Views
190	42269-1	LT XR Chest and Abdomen Views
190	42381-4	LT XR Ribs lower posterior - left Views
190	69071-9	LT XR Ribs - bilateral and Chest Views
191	103360-4	LT XR Clavicle - left GE 2 Views
191	103365-3	LT XR Scapula - left GE 2 Views
191	103367-9	LT XR Scapula - right GE 2 Views
191	103368-7	LT XR Clavicle - right GE 2 Views
191	103399-2	LT XR Clavicle - bilateral GE 2 Views
191	103444-6	LT XR Scapula - bilateral GE 2 Views
191	83047-1	LT XR Sternum GE 2 Views
192	103364-6	LT XR Upper extremity - right GE 2 Views
192	103377-8	LT XR Upper extremity - left GE 2 Views
192	103454-5	LT XR Upper extremity - bilateral GE 2 Views
192	79362-0	LT XR Humerus GE 2 Views
193	103370-3	LT XR Mandible - bilateral Single view
193	103524-5	LT XR Salivary gland - left Single view
193	103526-0	LT XR Salivary gland - right Single view
193	24917-7	LT XR Skull Single view
193	37851-3	LT XR Sinuses Single view
193	48695-1	LT XR Skull base Single view
194	103371-1	LT XR Hand - bilateral Single view
194	36563-5	LT XR Hand Single view
194	69310-1	LT XR Hand - left Single view
194	69318-4	LT XR Hand - right Single view
195	103374-5	LT XR Radius and Ulna - left 3 Views
195	103378-6	LT XR Radius and Ulna - right 3 Views
195	103513-8	LT XR Radius and Ulna - bilateral 3 Views
196	103384-4	LT XR Toe second - left GE 2 Views
196	103402-4	LT XR Toe second - right GE 2 Views
197	103390-1	LT XR Sacroiliac joint - left GE 3 Views
197	103423-0	LT XR Sacroiliac joint - right GE 3 Views
197	44189-9	LT XR Sacroiliac Joint GE 3 Views
197	48746-2	LT XR Sacroiliac joint - bilateral GE 3 Views
198	103392-7	LT XR Lower extremity - left 2 Views
198	103428-9	LT XR Lower extremity - bilateral 2 Views
198	24861-7	LT XR Patella 2 Views
198	36661-7	LT XR Calcaneus 2 Views
199	103397-6	LT XR Neck Single view
199	36554-4	LT XR Chest Single view
199	42153-7	LT XR Extremity Single view
200	103403-2	LT XR Wrist - right 3 Scaphoid Views
200	103515-3	LT XR Wrist - bilateral 3 Scaphoid Views
200	69151-9	LT XR Wrist - left 3 Scaphoid Views
201	103404-0	LT XR Hip - bilateral Views during surgery
