PartNumber	PartTypeName	PartName
LP20620-8	CHALLENGE	1H post ejaculation
LP20621-6	CHALLENGE	2H post ejaculation
LP20622-4	CHALLENGE	3H post ejaculation
LP20624-0	CHALLENGE	40M post 0.2 U/kg secretin
LP20625-7	CHALLENGE	45M post 0.2 U/kg secretin
LP20626-5	CHALLENGE	2.5H post 0.2 U/kg secretin
LP20627-3	CHALLENGE	3H post 0.2 U/kg secretin
LP20628-1	CHALLENGE	3.5H post 0.2 U/kg secretin
LP20629-9	CHALLENGE	4H post 0.2 U/kg secretin
LP20630-7	CHALLENGE	50M post 0.2 U/kg secretin
LP20631-5	CHALLENGE	7M post 0.2 U/kg secretin
LP20632-3	CHALLENGE	1H post 0.2 U/kg secretin
LP20633-1	CHALLENGE	1.5H post 0.2 U/kg secretin
LP20634-9	CHALLENGE	2H post 0.2 U/kg secretin
LP20635-6	CHALLENGE	1M post 0.5 ug/kg pentagastrin IV
LP20636-4	CHALLENGE	3M post 0.5 ug/kg pentagastrin IV
LP20637-2	CHALLENGE	10M post 0.5 ug/kg pentagastrin IV
LP20638-0	CHALLENGE	2M post 0.5 ug/kg pentagastrin IV
LP20639-8	CHALLENGE	15M post dose gonadotropin releasing hormone
LP20640-6	CHALLENGE	45M post dose gonadotropin releasing hormone
LP20643-0	CHALLENGE	4H post ejaculation
LP20644-8	CHALLENGE	1H post 5 g xylose PO
LP20645-5	CHALLENGE	2H post 5 g xylose PO
LP20646-3	CHALLENGE	2H post dose xylose PO
LP20647-1	CHALLENGE	post 25 g xylose PO
LP20648-9	CHALLENGE	post 5 g xylose PO
LP20649-7	CHALLENGE	post dose xylose PO
LP20650-5	CHALLENGE	2D post 0.1 mL brucellin ID
LP20651-3	CHALLENGE	3D post 0.1 mL brucellin ID
LP20652-1	CHALLENGE	1D post 0.1 mL mallein ID
LP20653-9	CHALLENGE	2D post 0.1 mL mallein ID
LP20654-7	CHALLENGE	1D post dose ID
LP20655-4	CHALLENGE	2D post dose ID
LP20656-2	CHALLENGE	3D post dose ID
LP20657-0	CHALLENGE	3D post 0.1 mL leishmanin ID
LP20658-8	CHALLENGE	3D post 0.1 mL avian tuberculin ID
LP20659-6	CHALLENGE	3D post 0.1 mL johnin ID
LP20660-4	CHALLENGE	post 0.1 mL tricin ID
LP20661-2	CHALLENGE	2D post dose mammalian tuberculin ID
LP20662-0	CHALLENGE	3D post dose avian tuberculin ID
LP20663-8	CHALLENGE	3D post dose mammalian tuberculin ID
LP207806-3	CHALLENGE	preoperative
LP207893-1	CHALLENGE	post preoperative therapy
LP207954-1	CHALLENGE	postoperative
LP20815-4	CHALLENGE	5.5H post dose glucose
LP20816-2	CHALLENGE	15M post dose glucose
LP20819-6	CHALLENGE	1H post 100 ug luteinizing releasing hormone IV
LP20820-4	CHALLENGE	30M post 100 ug luteinizing releasing hormone IV
LP20821-2	CHALLENGE	1.5H post 100 ug luteinizing releasing hormone IV
LP20822-0	CHALLENGE	2H post 100 ug luteinizing releasing hormone IV
LP20824-6	CHALLENGE	pre 50 g glucose PO
LP20825-3	CHALLENGE	5H post 500 mg calcium PO
LP20828-7	CHALLENGE	10M post 200 ug TRH IV
LP20829-5	CHALLENGE	1H post 200 ug TRH IV
LP20830-3	CHALLENGE	20M post 200 ug TRH IV
LP20831-1	CHALLENGE	2H post 200 ug TRH IV
LP20832-9	CHALLENGE	30M post 200 ug TRH IV
LP20833-7	CHALLENGE	40M post 200 ug TRH IV
LP20834-5	CHALLENGE	50M post 200 ug TRH IV
LP20849-3	CHALLENGE	1.5H post dose xylose PO
LP208591-0	CHALLENGE	post mitogen stimulation
LP20861-8	CHALLENGE	1st specimen post exercise
LP20862-6	CHALLENGE	2nd specimen post exercise
LP20863-4	CHALLENGE	3rd specimen post exercise
LP20864-2	CHALLENGE	4th specimen post exercise
LP20865-9	CHALLENGE	5th specimen post exercise
LP20866-7	CHALLENGE	6th specimen post exercise
LP20867-5	CHALLENGE	pre exercise
LP20868-3	CHALLENGE	pre 500 mg calcium PO
LP20870-9	CHALLENGE	pre dose TRH IN
LP20871-7	CHALLENGE	30M post dose TRH IN
LP20872-5	CHALLENGE	1D post XXX challenge
LP20873-3	CHALLENGE	2D post XXX challenge
LP20890-7	CHALLENGE	post pyridoxine PO
LP20891-5	CHALLENGE	post 250 mg pyridoxine PO
LP20892-3	CHALLENGE	pre 250 mg pyridoxine PO
LP209057-1	CHALLENGE	W single state of exercise
LP209060-5	CHALLENGE	W multiple states of exercise
LP20921-0	CHALLENGE	24H post dose corticotropin
LP20922-8	CHALLENGE	8H post dose corticotropin
LP20923-6	CHALLENGE	30M post dose corticotropin
LP20925-1	CHALLENGE	48H post dose corticotropin
LP20926-9	CHALLENGE	72H post dose corticotropin
LP20928-5	CHALLENGE	32H post dose corticotropin
LP20930-1	CHALLENGE	56H post dose corticotropin
LP20931-9	CHALLENGE	4H post dose glucose
LP20932-7	CHALLENGE	5H post dose glucose
LP20933-5	CHALLENGE	6H post dose glucose
LP20934-3	CHALLENGE	1.5H post dose glucose
LP20935-0	CHALLENGE	2.5H post dose glucose
LP20936-8	CHALLENGE	3.5H post dose glucose
LP20937-6	CHALLENGE	4.5H post dose glucose
LP20938-4	CHALLENGE	45M post dose glucose
LP21153-9	CHALLENGE	4H post dose lactose PO
LP21154-7	CHALLENGE	5H post dose lactose PO
LP21174-5	CHALLENGE	22nd specimen post XXX challenge
LP21175-2	CHALLENGE	18th specimen post XXX challenge
LP21176-0	CHALLENGE	24H post ejaculation
LP21177-8	CHALLENGE	12H post ejaculation
LP21180-2	CHALLENGE	16th specimen post XXX challenge
LP21181-0	CHALLENGE	17th specimen post XXX challenge
LP21182-8	CHALLENGE	19th specimen post XXX challenge
LP21183-6	CHALLENGE	20th specimen post XXX challenge
LP21184-4	CHALLENGE	21st specimen post XXX challenge
LP21185-1	CHALLENGE	23rd specimen post XXX challenge
LP21187-7	CHALLENGE	24th specimen post XXX challenge
LP21188-5	CHALLENGE	25th specimen post XXX challenge
LP212272-1	CHALLENGE	W contrast retrograde
LP213623-4	CHALLENGE	Mitogen
LP213625-9	CHALLENGE	18F-NaF
LP213626-7	CHALLENGE	Florbetapir
LP213627-5	CHALLENGE	Ra-223
LP221198-7	CHALLENGE	W standing
LP230193-7	CHALLENGE	at rest
LP231610-9	CHALLENGE	pre symptom onset
LP231624-0	CHALLENGE	pre 18Yo
LP231627-3	CHALLENGE	8 weeks pre symptom onset or diagnosis
LP231800-6	CHALLENGE	W 18F-FDG IV
LP231997-0	CHALLENGE	post dose follitropin
LP231998-8	CHALLENGE	post dose gonadotropin releasing hormone
LP232000-2	CHALLENGE	post dose lutropin
LP232046-5	CHALLENGE	eyes open+on solid surface
LP232049-9	CHALLENGE	eyes closed+on solid surface
LP232052-3	CHALLENGE	eyes open+on foam surface
LP232055-6	CHALLENGE	eyes closed+on foam surface
LP232058-0	CHALLENGE	eyes open+tandem stance+on solid surface
LP234189-1	CHALLENGE	18F-FDG
LP242680-9	CHALLENGE	2M post trial start
LP242694-0	CHALLENGE	Follitropin
LP247778-6	CHALLENGE	at onset of illness
LP247779-4	CHALLENGE	at cessation of pregnancy
LP248244-8	CHALLENGE	at admission
LP248531-8	CHALLENGE	week 1
LP248532-6	CHALLENGE	week 2
LP249020-1	CHALLENGE	60M after maximum clot amplitude after addition of heparinase
LP249275-1	CHALLENGE	750 ug/mL
LP253535-1	CHALLENGE	at intake
LP253537-7	CHALLENGE	at exit
LP253561-7	CHALLENGE	unladen
LP262702-6	CHALLENGE	1st trimester
LP262703-4	CHALLENGE	2nd trimester
LP264291-8	CHALLENGE	W exercise
LP265578-7	CHALLENGE	50M post dose fructose PO
LP265579-5	CHALLENGE	40M post dose fructose PO
LP265580-3	CHALLENGE	20M post dose fructose PO
LP265581-1	CHALLENGE	10M post dose fructose PO
LP265582-9	CHALLENGE	10M post dose lactose PO
LP265585-2	CHALLENGE	50M post dose lactose PO
LP266032-4	CHALLENGE	during pregnancy
LP266061-3	CHALLENGE	W Chemotherapy
LP266097-7	CHALLENGE	during apnea
LP266100-9	CHALLENGE	W pain
LP266103-3	CHALLENGE	lying in L-lateral position
LP266328-6	CHALLENGE	during anesthesia
LP266544-8	CHALLENGE	500 Hz
LP266545-5	CHALLENGE	1000 Hz
LP266546-3	CHALLENGE	2000 Hz
LP266547-1	CHALLENGE	3000 Hz
LP266548-9	CHALLENGE	4000 Hz
LP266549-7	CHALLENGE	6000 Hz
LP266550-5	CHALLENGE	8000 Hz
LP266628-9	CHALLENGE	W embolic agent IA
LP266708-9	CHALLENGE	W intraarterial hepatic injection
LP267360-8	CHALLENGE	pre enrollment in ADAPTABLE study
LP267361-6	CHALLENGE	post enrollment in ADAPTABLE study
LP267363-2	CHALLENGE	during hospitalization
LP269268-1	CHALLENGE	6H post dose levothyroxine
LP269269-9	CHALLENGE	4H post dose levothyroxine
LP269270-7	CHALLENGE	3H post dose levothyroxine
LP269271-5	CHALLENGE	2H post dose levothyroxine
LP269272-3	CHALLENGE	1H post dose levothyroxine
LP270304-1	CHALLENGE	Levothyroxine
LP270822-2	CHALLENGE	250 Hz
LP270823-0	CHALLENGE	750 Hz
LP270824-8	CHALLENGE	1500 Hz
LP270826-3	CHALLENGE	5000 Hz
LP281858-3	CHALLENGE	W contrast IV && Multisection
LP281862-5	CHALLENGE	W flexion + W extension)
LP281867-4	CHALLENGE	W standing)
LP281869-0	CHALLENGE	W stress & W radionuclide IV
LP281871-6	CHALLENGE	WO contrast && Multisection
LP29303-2	CHALLENGE	peak post extended interval dosing
LP29304-0	CHALLENGE	trough post extended interval dosing
LP29305-7	CHALLENGE	random post extended interval dosing
LP29307-3	CHALLENGE	1H post incubation after addition of normal plasma
LP29308-1	CHALLENGE	1H post incubation
LP29319-8	CHALLENGE	2D post 0.1 mL coccidioidin ID
LP29322-2	CHALLENGE	4 PM specimen
LP29328-9	CHALLENGE	105M post 100 ug luteinizing releasing hormone IV
LP29329-7	CHALLENGE	15M post 100 ug luteinizing releasing hormone IV
LP29330-5	CHALLENGE	45M post 100 ug luteinizing releasing hormone IV
LP29332-1	CHALLENGE	75M post 100 ug luteinizing releasing hormone IV
LP29338-8	CHALLENGE	1M pre XXX challenge
LP29339-6	CHALLENGE	30M pre XXX challenge
LP29341-2	CHALLENGE	1.5H post dose insulin IV
LP29342-0	CHALLENGE	1.6H post dose glucose
LP29343-8	CHALLENGE	10 AM specimen
LP29344-6	CHALLENGE	11 AM specimen
LP29345-3	CHALLENGE	1H post 1.2 g/kg lactose PO
LP29346-1	CHALLENGE	2 PM specimen
LP29347-9	CHALLENGE	2.3H post dose glucose
LP29348-7	CHALLENGE	2.6H post dose glucose
LP29349-5	CHALLENGE	20M post dose glucose
LP29350-3	CHALLENGE	2H post 1.2 g/kg lactose PO
LP29351-1	CHALLENGE	3H post 1.2 g/kg lactose PO
LP29353-7	CHALLENGE	3.3H post dose glucose
LP29354-5	CHALLENGE	3.6H post dose glucose
LP29355-2	CHALLENGE	40M post dose glucose
LP29360-2	CHALLENGE	6H post dose methionine
LP29361-0	CHALLENGE	1.3H post XXX challenge
LP29362-8	CHALLENGE	1.6H post XXX challenge
LP29363-6	CHALLENGE	2.3H post XXX challenge
LP29364-4	CHALLENGE	2.6H post XXX challenge
LP29365-1	CHALLENGE	3.3H post XXX challenge
LP29366-9	CHALLENGE	3.6H post XXX challenge
LP29370-1	CHALLENGE	post void
LP29376-8	CHALLENGE	1H post dose U/kg insulin IV
LP29377-6	CHALLENGE	30M post dose U/kg insulin IV
LP29378-4	CHALLENGE	1.5H post 0.05-0.15 U insulin/kg IV post 12H CFst
LP29380-0	CHALLENGE	1.5H post 100 g lutropin IV
LP29381-8	CHALLENGE	1.5H post dose gonadotropin releasing hormone
LP29382-6	CHALLENGE	3 PM specimen
LP29383-4	CHALLENGE	5 PM specimen
LP29451-9	CHALLENGE	6H post ejaculation
LP29454-3	CHALLENGE	0.60% sodium chloride 24H 37 deg C incubation
LP29455-0	CHALLENGE	0.65% sodium chloride 24H 37 deg C incubation
LP29456-8	CHALLENGE	0.75% sodium chloride 24H 37 deg C incubation
LP29554-0	CHALLENGE	2.5H post dose xylose PO
LP29556-5	CHALLENGE	post dose urea
LP29557-3	CHALLENGE	2D post 0.1 mL Candida albicans ID
LP29558-1	CHALLENGE	2D post 0.1 mL histoplasmin ID
LP29559-9	CHALLENGE	2D post 0.1 mL mumps ID
LP29560-7	CHALLENGE	2D post 0.1ml trichophyton ID
LP29561-5	CHALLENGE	1.3H post dose glucose
LP29584-7	CHALLENGE	post dose cyanocobalamin
LP29586-2	CHALLENGE	post dose cyanocobalamin+intrinsic factor
LP29587-0	CHALLENGE	0.0% sodium chloride 24H 37 deg C incubation
LP29588-8	CHALLENGE	0.85% sodium chloride 24H 37 deg C incubation
LP29589-6	CHALLENGE	0.55% sodium chloride 24H 37 deg C incubation
LP29590-4	CHALLENGE	0.50% sodium chloride 24H 37 deg C incubation
LP29591-2	CHALLENGE	0.45% sodium chloride 24H 37 deg C incubation
LP29592-0	CHALLENGE	0.40% sodium chloride 24H 37 deg C incubation
LP29593-8	CHALLENGE	0.35% sodium chloride 24H 37 deg C incubation
LP29594-6	CHALLENGE	0.30% sodium chloride 24H 37 deg C incubation
LP29596-1	CHALLENGE	20M post incubation after addition of normal plasma
LP29600-1	CHALLENGE	lying
LP30662-8	CHALLENGE	1D post 50 ug Candida albicans ID
LP30663-6	CHALLENGE	2D post 50 ug Candida albicans ID
LP30664-4	CHALLENGE	1D post 0.1 mL mumps ID
LP30665-1	CHALLENGE	2D post 50 ug trichophyton ID
LP30666-9	CHALLENGE	1D post 50 ug trichophyton ID
LP30667-7	CHALLENGE	1D post dose mammalian tuberculin ID
LP30766-7	CHALLENGE	45M post dose lactose PO
LP30784-0	CHALLENGE	fresh
LP30785-7	CHALLENGE	Incubated
LP30795-6	CHALLENGE	30M post 1.2 g/kg lactose PO
LP30852-5	CHALLENGE	2H post dose lactose PO
LP30853-3	CHALLENGE	2.5H post dose lactose PO
LP30854-1	CHALLENGE	3H post dose lactose PO
LP30856-6	CHALLENGE	pre dose lactose PO
LP30857-4	CHALLENGE	30M post dose lactose PO
LP30858-2	CHALLENGE	1H post dose lactose PO
LP30859-0	CHALLENGE	1.5H post dose lactose PO
LP30871-5	CHALLENGE	High dose
LP30872-3	CHALLENGE	Low dose
LP30879-8	CHALLENGE	1500 ug/mL
LP30880-6	CHALLENGE	1200 ug/mL
LP30881-4	CHALLENGE	900 ug/mL
LP30882-2	CHALLENGE	600 ug/mL
LP30883-0	CHALLENGE	300 ug/mL
LP30921-8	CHALLENGE	immediately after addition of protamine sulfate
LP309958-9	CHALLENGE	5M pre 1 ug/kg CRH IV
LP309959-7	CHALLENGE	1M pre 1 ug/kg CRH IV
LP309960-5	CHALLENGE	2M post 1 ug/kg CRH IV
LP309961-3	CHALLENGE	10M post 1 ug/kg CRH IV
LP310239-1	CHALLENGE	post birth
LP31506-6	CHALLENGE	pre dose radioactive cyanocobalamin
LP31581-9	CHALLENGE	2H post dose
LP31582-7	CHALLENGE	6H post dose methionine - post CFst
LP31583-5	CHALLENGE	30M post dose TRH
LP31584-3	CHALLENGE	1H post dose TRH
LP31585-0	CHALLENGE	1.5H post dose TRH
LP31586-8	CHALLENGE	2H post dose TRH
LP31587-6	CHALLENGE	pre dose TRH
LP31593-4	CHALLENGE	2H post incubation after addition of normal plasma
LP31597-5	CHALLENGE	15M post incubation
LP31599-1	CHALLENGE	1H post incubation after 1:4 addition of normal plasma
LP31600-7	CHALLENGE	2H post incubation after 1:4 addition of normal plasma
LP31604-9	CHALLENGE	30M post incubation
LP31605-6	CHALLENGE	2H post incubation
LP31612-2	CHALLENGE	1.5H post 200 ug TRH IV
LP31751-8	CHALLENGE	15M post 250 ug corticotropin IM
LP31752-6	CHALLENGE	10M post dose glucose
LP31761-7	CHALLENGE	pre or post dose TRH
LP31762-5	CHALLENGE	pre or post XXX challenge
LP31763-3	CHALLENGE	pre or post dose arginine
LP31764-1	CHALLENGE	pre or post dose cloNIDine
LP31765-8	CHALLENGE	pre or post dose glucagon
LP31766-6	CHALLENGE	pre or post dose glucose
LP31767-4	CHALLENGE	pre or post dose insulin
LP31768-2	CHALLENGE	pre or post dose corticotropin
LP31784-9	CHALLENGE	30M post incubation after addition of normal plasma
LP31942-3	CHALLENGE	immediately after 1:2 addition of normal plasma
LP32460-5	CHALLENGE	1st specimen/2nd specimen
LP32462-1	CHALLENGE	2nd specimen/1st specimen
LP32529-7	CHALLENGE	Corticotropin
LP32530-5	CHALLENGE	Dexamethasone
LP32532-1	CHALLENGE	Xylose
LP32533-9	CHALLENGE	Lactose
LP32534-7	CHALLENGE	Glucose
LP32542-0	CHALLENGE	insulin
LP32547-9	CHALLENGE	Calcium
LP32548-7	CHALLENGE	cloNIDine
LP32549-5	CHALLENGE	Cyanocobalamin
LP32557-8	CHALLENGE	Gonadotropin releasing hormone
LP32562-8	CHALLENGE	Glucagon
LP32568-5	CHALLENGE	Pyridoxine
LP32571-9	CHALLENGE	Methionine
LP32575-0	CHALLENGE	Arginine
LP32576-8	CHALLENGE	Bentiromide
LP32624-6	CHALLENGE	Candida albicans
LP32625-3	CHALLENGE	Tuberculin
LP32628-7	CHALLENGE	Trichophyton
LP32647-7	CHALLENGE	Urea
LP32689-9	CHALLENGE	Captopril
LP32690-7	CHALLENGE	Carotene
LP32693-1	CHALLENGE	Furosemide
LP32694-9	CHALLENGE	Galactose
LP32697-2	CHALLENGE	Luteinizing releasing hormone
LP32698-0	CHALLENGE	Lutropin
LP32699-8	CHALLENGE	metyraPONE
LP32704-6	CHALLENGE	Secretin
LP32705-3	CHALLENGE	TOLBUTamide
LP32711-1	CHALLENGE	immediately after addition of factor V depleted plasma
LP32712-9	CHALLENGE	immediately after addition of factor IX depleted plasma
LP32713-7	CHALLENGE	immediately after addition of factor XIII depleted plasma
LP32714-5	CHALLENGE	immediately after addition of factor X depleted plasma
LP32715-2	CHALLENGE	immediately after addition of factor II depleted plasma
LP32716-0	CHALLENGE	immediately after addition of factor XI depleted plasma
LP32717-8	CHALLENGE	immediately after addition of factor XII depleted plasma
LP33014-9	CHALLENGE	0.10% sodium chloride 24H 37 deg C incubation
LP33015-6	CHALLENGE	0.10% sodium chloride
LP33016-4	CHALLENGE	0.20% sodium chloride 24H 37 deg C incubation
LP33017-2	CHALLENGE	0.20% sodium chloride
LP33161-8	CHALLENGE	5th specimen post dose sincalide
LP33162-6	CHALLENGE	4th specimen post dose sincalide
LP33163-4	CHALLENGE	3rd specimen post dose sincalide
LP33164-2	CHALLENGE	2nd specimen post dose sincalide
LP33165-9	CHALLENGE	1st specimen post dose sincalide
LP33221-0	CHALLENGE	post reanastomosis
LP33254-1	CHALLENGE	6H post XXX bentiromide PO
LP33263-2	CHALLENGE	10M post excision
LP33383-8	CHALLENGE	W contrast
LP33384-6	CHALLENGE	W contrast IA
LP33385-3	CHALLENGE	W contrast IV
LP33392-9	CHALLENGE	WO contrast
LP33407-5	CHALLENGE	W contrast IS
LP33408-3	CHALLENGE	W contrast IT
LP33535-3	CHALLENGE	W anesthesia
LP33538-7	CHALLENGE	W contrast PO
LP33557-7	CHALLENGE	W gastrografin PO
LP33650-0	CHALLENGE	W radionuclide IV
LP33651-8	CHALLENGE	W contrast PR
LP33654-2	CHALLENGE	W contrast PO during swallowing
LP33955-3	CHALLENGE	W Tc-99m IV
LP33957-9	CHALLENGE	W Tc-99m
LP33958-7	CHALLENGE	W Tc-99m MAA IV
LP33961-1	CHALLENGE	W Tc-99m pertechnetate IV
LP33992-6	CHALLENGE	W manual stress
LP34036-1	CHALLENGE	during surgery
LP34055-1	CHALLENGE	W contrast percutaneous
LP34082-5	CHALLENGE	W weight
LP34196-3	CHALLENGE	W expiration
LP34197-1	CHALLENGE	W inspiration
LP34201-1	CHALLENGE	W cholecystokinin
LP34214-4	CHALLENGE	W contrast intra bladder
LP34228-4	CHALLENGE	Sincalide
LP34255-7	CHALLENGE	W air
LP34258-1	CHALLENGE	W contrast intra duct
LP34265-6	CHALLENGE	W contrast antegrade
LP34306-8	CHALLENGE	5M post excision
LP34578-2	CHALLENGE	pre dose
LP34579-0	CHALLENGE	30M post dose
LP34580-8	CHALLENGE	1H post dose
LP34581-6	CHALLENGE	1.5H post dose
LP34582-4	CHALLENGE	2.5H post dose
LP34689-7	CHALLENGE	post washing
LP34690-5	CHALLENGE	pre washing
LP34729-1	CHALLENGE	pre or post dose dexamethasone
LP34756-4	CHALLENGE	W flexion
LP34757-2	CHALLENGE	W extension
LP34761-4	CHALLENGE	W R-bending
LP34762-2	CHALLENGE	W L-bending
LP34898-4	CHALLENGE	W flexion + W extension
LP34945-3	CHALLENGE	W R-bending + W L-bending
LP34953-7	CHALLENGE	pre {event}
LP34954-5	CHALLENGE	post {event}
LP34960-2	CHALLENGE	at time of {event}
LP35145-9	CHALLENGE	W air contrast PO
LP35298-6	CHALLENGE	48H post contrast PO
LP35299-4	CHALLENGE	1st specimen post dose lactose
LP35300-0	CHALLENGE	2nd specimen post dose lactose
LP35301-8	CHALLENGE	3rd specimen post dose lactose
LP35311-7	CHALLENGE	W Tl-201 IV
LP35313-3	CHALLENGE	W Tc-99m DTPA IV
LP35315-8	CHALLENGE	W Tc-99m Tetrofosmin IV
LP35316-6	CHALLENGE	W dipyridamole IV+W radionuclide IV
LP35317-4	CHALLENGE	W adenosine+W Tl-201 IV
LP35322-4	CHALLENGE	W Tc-99m Sestamibi IV
LP35331-5	CHALLENGE	W stress+W radionuclide IV
LP35352-1	CHALLENGE	W adenosine+W radionuclide IV
LP35355-4	CHALLENGE	W dipyridamole IV+W Tc-99m Sestamibi IV
LP35360-4	CHALLENGE	W stress+W Tl-201 IV
LP35365-3	CHALLENGE	at rest+W stress+W Tl-201 IV
LP35369-5	CHALLENGE	W stress+W Tc-99m Sestamibi IV
LP35373-7	CHALLENGE	W Tc-99m Mertiatide IV
LP35400-8	CHALLENGE	W radionuclide gaseous IH
LP35404-0	CHALLENGE	W radionuclide IH
LP35458-6	CHALLENGE	W particulate radionuclide IV
LP35471-9	CHALLENGE	1.5H pre XXX challenge
LP35472-7	CHALLENGE	1H pre XXX challenge
LP35473-5	CHALLENGE	45M pre XXX challenge
LP35474-3	CHALLENGE	5.25H post XXX challenge
LP35475-0	CHALLENGE	16H post XXX challenge
LP35476-8	CHALLENGE	18H post XXX challenge
LP35477-6	CHALLENGE	7D post XXX challenge
LP35478-4	CHALLENGE	2.25H pre XXX challenge
LP35480-0	CHALLENGE	5M pre XXX challenge
LP35481-8	CHALLENGE	100M post XXX challenge
LP35482-6	CHALLENGE	110M post XXX challenge
LP35483-4	CHALLENGE	8.5H post XXX challenge
LP35484-2	CHALLENGE	9.5H post XXX challenge
LP35485-9	CHALLENGE	11.5H post XXX challenge
LP35486-7	CHALLENGE	12.5H post XXX challenge
LP35487-5	CHALLENGE	13H post XXX challenge
LP35488-3	CHALLENGE	13.5H post XXX challenge
LP35489-1	CHALLENGE	14H post XXX challenge
LP35490-9	CHALLENGE	15.5H post XXX challenge
LP35491-7	CHALLENGE	17.5H post XXX challenge
LP35492-5	CHALLENGE	18.5H post XXX challenge
LP35493-3	CHALLENGE	19.5H post XXX challenge
LP35494-1	CHALLENGE	20H post XXX challenge
LP35495-8	CHALLENGE	20.5H post XXX challenge
LP35496-6	CHALLENGE	21.5H post XXX challenge
LP35497-4	CHALLENGE	22H post XXX challenge
LP35498-2	CHALLENGE	23.5H post XXX challenge
LP35499-0	CHALLENGE	3M post XXX challenge
LP35500-5	CHALLENGE	6M post XXX challenge
LP35501-3	CHALLENGE	9M post XXX challenge
LP35502-1	CHALLENGE	12M post XXX challenge
LP35503-9	CHALLENGE	14M post XXX challenge
LP35504-7	CHALLENGE	16M post XXX challenge
LP35505-4	CHALLENGE	27M post XXX challenge
LP35506-2	CHALLENGE	25H post XXX challenge
LP35507-0	CHALLENGE	26H post XXX challenge
LP35508-8	CHALLENGE	27H post XXX challenge
LP35509-6	CHALLENGE	28H post XXX challenge
LP35510-4	CHALLENGE	29H post XXX challenge
LP35511-2	CHALLENGE	30H post XXX challenge
LP35512-0	CHALLENGE	31H post XXX challenge
LP35513-8	CHALLENGE	36H post XXX challenge
LP35514-6	CHALLENGE	3D post XXX challenge
LP35515-3	CHALLENGE	2H pre XXX challenge
LP35516-1	CHALLENGE	10.75H post XXX challenge
LP35517-9	CHALLENGE	20M pre XXX challenge
LP35518-7	CHALLENGE	13M pre XXX challenge
LP35519-5	CHALLENGE	8M pre XXX challenge
LP35520-3	CHALLENGE	3M pre XXX challenge
LP35522-9	CHALLENGE	pre-meal
LP35523-7	CHALLENGE	10.5H post XXX challenge
LP35524-5	CHALLENGE	75M post dose glucose
LP35525-2	CHALLENGE	105M post dose glucose
LP35526-0	CHALLENGE	pre dose cloNIDine
LP35527-8	CHALLENGE	1H post dose cloNIDine
LP35528-6	CHALLENGE	1.5H post dose cloNIDine
LP35529-4	CHALLENGE	2H post dose cloNIDine
LP35530-2	CHALLENGE	pre dose arginine
LP35531-0	CHALLENGE	1H post dose arginine
LP35532-8	CHALLENGE	1.5H post dose arginine
LP35533-6	CHALLENGE	2H post dose arginine
LP35534-4	CHALLENGE	3H post dose arginine
LP35535-1	CHALLENGE	3.5H post dose arginine
LP35536-9	CHALLENGE	4H post dose arginine
LP35537-7	CHALLENGE	pre dose triple bolus
LP35538-5	CHALLENGE	15M post dose triple bolus
LP35539-3	CHALLENGE	30M post dose triple bolus
LP35540-1	CHALLENGE	45M post dose triple bolus
LP35541-9	CHALLENGE	1H post dose triple bolus
LP35542-7	CHALLENGE	1.5H post dose triple bolus
LP35543-5	CHALLENGE	2H post dose triple bolus
LP35544-3	CHALLENGE	3H post dose triple bolus
LP35545-0	CHALLENGE	20M post dose triple bolus
LP35585-6	CHALLENGE	immediately after addition of factor VIII depleted plasma
LP35605-2	CHALLENGE	50 umol/L
LP35606-0	CHALLENGE	100 umol/L
LP35608-6	CHALLENGE	resting
